adm4,nama,provinsi,kotkab,kecamatan,desa,lat,lon,timezone,status
33.01.18.2008,Mekarsari,Jawa Tengah,Cilacap,Cipari,Mekarsari,-7.3812081189,108.7507282359,+0700,ok
33.01.18.2009,Kutasari,Jawa Tengah,Cilacap,Cipari,Kutasari,-7.393404437,108.8111533919,+0700,ok
33.01.18.2010,Karangreja,Jawa Tengah,Cilacap,Cipari,Karangreja,-7.4142482028,108.8038442079,+0700,ok
33.01.18.2011,Sidasari,Jawa Tengah,Cilacap,Cipari,Sidasari,-7.3845946332,108.7782235433,+0700,ok
33.01.19.2001,Patimuan,Jawa Tengah,Cilacap,Patimuan,Patimuan,-7.5890772951,108.7649313894,+0700,ok
33.01.19.2002,Rawaapu,Jawa Tengah,Cilacap,Patimuan,Rawaapu,-7.6462954969,108.7815598619,+0700,ok
33.01.19.2003,Sidamukti,Jawa Tengah,Cilacap,Patimuan,Sidamukti,-7.6151297523,108.7569723211,+0700,ok
33.01.19.2004,Purwadadi,Jawa Tengah,Cilacap,Patimuan,Purwadadi,-7.6052914394,108.7658068207,+0700,ok
33.01.19.2005,Cinyawang,Jawa Tengah,Cilacap,Patimuan,Cinyawang,-7.5755829479,108.769117158,+0700,ok
33.01.19.2006,Bulupayung,Jawa Tengah,Cilacap,Patimuan,Bulupayung,-7.5921067906,108.8040012946,+0700,ok
33.01.19.2007,Cimrutu,Jawa Tengah,Cilacap,Patimuan,Cimrutu,-7.6251741582,108.8007332598,+0700,ok
33.01.20.2001,Binangun,Jawa Tengah,Cilacap,Bantarsari,Binangun,-7.5500516632,108.9401736721,+0700,ok
33.01.20.2002,Bantarsari,Jawa Tengah,Cilacap,Bantarsari,Bantarsari,-7.5802439767,108.8653038494,+0700,ok
33.01.20.2003,Cikedondong,Jawa Tengah,Cilacap,Bantarsari,Cikedondong,-7.4982511325,108.9073162257,+0700,ok
33.01.20.2004,Kedungwadas,Jawa Tengah,Cilacap,Bantarsari,Kedungwadas,-7.479061447,108.9223382451,+0700,ok
33.01.20.2005,Citembong,Jawa Tengah,Cilacap,Bantarsari,Citembong,-7.4855738448,108.9432562554,+0700,ok
33.01.20.2006,Kamulyan,Jawa Tengah,Cilacap,Bantarsari,Kamulyan,-7.5197528204,108.8747370352,+0700,ok
33.01.20.2007,Rawajaya,Jawa Tengah,Cilacap,Bantarsari,Rawajaya,-7.5818303801,108.8838018682,+0700,ok
33.01.20.2008,Bulaksari,Jawa Tengah,Cilacap,Bantarsari,Bulaksari,-7.5285489041,108.8992846905,+0700,ok
33.01.21.1001,Sidakaya,Jawa Tengah,Cilacap,Cilacap selatan,Sidakaya,-7.727200033,109.0154688945,+0700,ok
33.01.21.1002,Cilacap,Jawa Tengah,Cilacap,Cilacap selatan,Cilacap,-7.7400757154,109.0169885052,+0700,ok
33.01.21.1003,Tambakreja,Jawa Tengah,Cilacap,Cilacap selatan,Tambakreja,-7.7347855229,108.9063298722,+0700,ok
33.01.21.1004,Tegalkamulyan,Jawa Tengah,Cilacap,Cilacap selatan,Tegalkamulyan,-7.7090939418,109.0366381311,+0700,ok
33.01.21.1005,Tegalreja,Jawa Tengah,Cilacap,Cilacap selatan,Tegalreja,-7.7213957358,109.0073175455,+0700,ok
33.01.22.1001,Lomanis,Jawa Tengah,Cilacap,Cilacap tengah,Lomanis,-7.6948766319,109.0033871233,+0700,ok
33.01.22.1002,Gunungsimping,Jawa Tengah,Cilacap,Cilacap tengah,Gunungsimping,-7.7031510979,109.0267997103,+0700,ok
33.01.22.1003,Sidanegara,Jawa Tengah,Cilacap,Cilacap tengah,Sidanegara,-7.7099599029,109.0158757506,+0700,ok
33.01.22.1004,Donan,Jawa Tengah,Cilacap,Cilacap tengah,Donan,-7.712956638,109.0025504002,+0700,ok
33.01.22.1005,Kutawaru,Jawa Tengah,Cilacap,Cilacap tengah,Kutawaru,-7.6832868152,108.9824432123,+0700,ok
33.01.23.1001,Mertasinga,Jawa Tengah,Cilacap,Cilacap utara,Mertasinga,-7.6792164456,109.0591206729,+0700,ok
33.01.23.1002,Gumilir,Jawa Tengah,Cilacap,Cilacap utara,Gumilir,-7.6860712202,109.0462627056,+0700,ok
33.01.23.1003,Karangtalun,Jawa Tengah,Cilacap,Cilacap utara,Karangtalun,-7.6750412445,109.0200835443,+0700,ok
33.01.23.1004,Tritih Kulon,Jawa Tengah,Cilacap,Cilacap utara,Tritih kulon,-7.65917783,109.0273613744,+0700,ok
33.01.23.1005,Kebonmanis,Jawa Tengah,Cilacap,Cilacap utara,Kebonmanis,-7.693969985,109.0358042063,+0700,ok
33.01.24.2001,Ujunggagak,Jawa Tengah,Cilacap,Kampung laut,Ujunggagak,-7.6385107669,108.827884793,+0700,ok
33.01.24.2002,Ujungalang,Jawa Tengah,Cilacap,Kampung laut,Ujungalang,-7.695744876,108.9028738718,+0700,ok
33.01.24.2003,Panikel,Jawa Tengah,Cilacap,Kampung laut,Panikel,-7.6389209374,108.8666217263,+0700,ok
33.01.24.2004,Klaces,Jawa Tengah,Cilacap,Kampung laut,Klaces,-7.6873209428,108.8304615531,+0700,ok
